Raw_ID,ID,CPP_ID,PPP_ID,MS_ID,USZ_ID,Tissue,Batch,Date,Year,Month,Day
GUOT_170730_PC6_CPP700_SW,PPPB453,CPP700,RP574,PC6,G_2012.0379,T,31,170730,17,7,30
GUOT_PC3_170125_CPP70_SW,PPPB454,CPP70,PPP64,PC3,G_2008.0287,T,3,170125,17,1,25
GUOT_PC3_170125_CPP72_SW,PPPB455,CPP72,PPP66,PC3,G_2008.0302,T,3,170125,17,1,25
GUOT_PC2_170130_CPP147_SW,PPPB456,CPP147,PPP130,PC2,G_2008.0850,T,6,170130,17,1,30
GUOT_PC2_170220_CPP302_SW,PPPB457,CPP302,CTRL5,PC2,NA,C,12,170220,17,2,20
GUOT_PC2_170130_CPP162_SW,PPPB458,CPP162,PPP143,PC2,G_2008.0006,N,6,170130,17,1,30
GUOT_170731_PC6_CPP654_SW,PPPB459,CPP654,PPP537,PC6,G_2012.0053,N,28,170731,17,7,31
GUOT_PC4_170227_CPP489_SW,PPPB460,CPP489,PPP420,PC4,G_2011.0328,T,18,170227,17,2,27
GUOT_PC2_170203_CPP359_SW,PPPB461,CPP359,PPP343,PC2,G_2010.0479,N,14,170203,17,2,3
GUOT_PC1_170127_CPP124_SW,PPPB462,CPP124,PPP110,PC1,G_2008.0647,T,5,170127,17,1,27
GUOT_PC3_161121_SW_2UG_1,PPPB463,SW,PC15AQUA,PC3,NA,A,0,161121,16,11,21
GUOT_PC4_170714_CPP668_SW,PPPB464,CPP668,PPP548,PC4,G_2012.0128,T,29,170714,17,7,14
GUOT_PC4_161121_SW_2UG_1,PPPB465,SW,PC15AQUA,PC4,NA,A,0,161121,16,11,21
GUOT_170803_PC1_CPP596_SW,PPPB466,CPP596,CTRL7D,PC1,NA,C,25,170803,17,8,3
GUOT_PC4_170718_CPP590_SW,PPPB467,CPP590,PPP513,PC4,G_2011.1040,N,24,170718,17,7,18
GUOT_PC2_170130_CPP165_SW,PPPB468,CPP165,PPP146,PC2,G_2008.0013,T,6,170130,17,1,30
GUOT_PC3_170220_CPP339_SW,PPPB469,CPP339,PPP326,PC3,G_2010.0351,T,13,170220,17,2,20
GUOT_PC4_170712_CPP610_SW,PPPB470,CPP610,RP397,PC4,G_2011.0143,N,25,170712,17,7,12
GUOT_PC1_170131_PCPOOL10_SW,PPPB471,PCPOOL10,PC15AQUA,PC1,NA,A,9,170131,17,1,31
GUOT_PC4_170301_CPP515_SW,PPPB472,CPP515,PPP443,PC4,G_2011.0447,N,19,170301,17,3,1
GUOT_PC3_170202_CPP281_SW,PPPB473,CPP281,PPP277,PC3,G_2010.0037,N,11,170202,17,2,2
GUOT_PC3_170210_CPP493_SW,PPPB474,CPP493,PPP423,PC3,G_2011.0349,N,19,170210,17,2,10
GUOT_PC1_170127_CPP28_SW,PPPB475,CPP28,PPP26,PC1,G_2007.0873,T,1,170127,17,1,27
GUOT_PC1_170210_PCPOOL6_SW,PPPB476,PCPOOL6,PC15AQUA,PC1,NA,A,6,170210,17,2,10
GUOT_PC1_170210_CPP143_SW,PPPB477,CPP143,PPP127,PC1,G_2008.0814,N,6,170210,17,2,10
GUOT_PC2_170201_CPP250_SW,PPPB478,CPP250,CRTL3C,PC2,NA,C,10,170201,17,2,1
GUOT_PC5_170730_CPP575_SW,PPPB479,CPP575,PPP500,PC5,G_2011.0920,T,23,170730,17,7,30
GUOT_PC3_170130_CPP179_SW,PPPB480,CPP179,PPP183,PC3,G_2009.0261,N,7,170130,17,1,30
GUOT_PC1_170208_CPP63_SW,PPPB481,CPP63,RP57,PC1,G_2008.0263,N,3,170208,17,2,8
GUOT_PC2_170213_CPP94_SW,PPPB482,CPP94,PPP84,PC2,G_2008.0424,T,4,170213,17,2,13
GUOT_170801_PC6_CPP537_SW,PPPB483,CPP537,PPP471,PC6,G_2011.0692,N,21,170801,17,8,1
GUOT_PC1_170213_CPP434_SW,PPPB484,CPP434,PPP146,PC1,G_2008.0013,T,16,170213,17,2,13
GUOT_PC2_170203_CPP364_SW,PPPB485,CPP364,PPP348,PC2,G_2010.0525,T,14,170203,17,2,3
GUOT_PC3_170213_CPP43_SW,PPPB486,CPP43,PPP40,PC3,G_2008.0129,T,2,170213,17,2,13
GUOT_PC1_170127_CPP26_SW,PPPB487,CPP26,RP24,PC1,G_2007.0867,T,1,170127,17,1,27
GUOT_PC2_170127_CPP40_SW,PPPB488,CPP40,PPP37,PC2,G_2008.0091,N,2,170127,17,1,27
GUOT_PC2_170206_CPP483_SW,PPPB489,CPP483,PPP414,PC2,G_2011.0276,T,18,170206,17,2,6
GUOT_PC4_170718_CPP582_SW,PPPB490,CPP582,CTRL9,PC4,NA,C,24,170718,17,7,18
GUOT_PC1_170202_CPP354_SW,PPPB491,CPP354,PPP339,PC1,G_2010.0471,N,13,170202,17,2,2
GUOT_170728_PC1_CPP583_SW,PPPB492,CPP583,PPP505,PC1,G_2011.0992,N,24,170728,17,7,28
GUOT_PC3_170206_CPP397_SW,PPPB493,CPP397,PPP376,PC3,G_2010.0774,T,15,170206,17,2,6
GUOT_PC3_170125_CPP59_SW,PPPB494,CPP59,PPP55,PC3,G_2008.0253,N,3,170125,17,1,25
GUOT_PC1_170215_CPP386_SW,PPPB495,CPP386,CTRL6B,PC1,NA,C,15,170215,17,2,15
GUOT_PC4_170715_CPP528_SW,PPPB496,CPP528,PPP463,PC4,G_2011.0617,N,20,170715,17,7,15
GUOT_PC5_170729_CPP680_SW,PPPB497,CPP680,PPP558,PC5,G_2012.0207,T,30,170729,17,7,29
GUOT_170803_PC1_CPP598_SW,PPPB498,CPP598,PPP160,PC1,G_2009.0122,T,25,170803,17,8,3
GUOT_PC3_170130_CPP56B_SW,PPPB499,CPP56B,PPP52,PC3,G_2008.0194,T,3,170130,17,1,30
GUOT_PC4_170715_CPP529_SW,PPPB500,CPP529,PPP464,PC4,G_2011.0617,T,20,170715,17,7,15
GUOT_PC4_170301_CPP502_SW,PPPB501,CPP502,PPP431,PC4,G_2011.0387,N,19,170301,17,3,1
GUOT_PC4_170124_CPP89_SW,PPPB502,CPP89,RP79,PC4,G_2008.0411,N,4,170124,17,1,24
GUOT_170731_PC1_CPP622_SW,PPPB503,CPP622,RP452,PC1,G_2011.0491,T,26,170731,17,7,31
GUOT_PC1_170217_CPP260_SW,PPPB504,CPP260,PPP258,PC1,G_2009.0754,T,10,170217,17,2,17
GUOT_PC2_170127_CPP53_SW,PPPB505,CPP53,RP49,PC2,G_2008.0191,N,2,170127,17,1,27
GUOT_PC4_170203_CPP24_SW,PPPB506,CPP24,PPP23,PC4,G_2007.0867,N,1,170203,17,2,3
GUOT_PC2_170206_CPP471_SW,PPPB507,CPP471,RP404,PC2,G_2011.0221,T,18,170206,17,2,6
GUOT_170728_PC6_CPP635_SW,PPPB508,CPP635,PPP522,PC6,G_2011.1103,T,27,170728,17,7,28
GUOT_PC4_170714_CPP665_SW,PPPB509,CPP665,PPP546,PC4,G_2012.0125,T,29,170714,17,7,14
GUOT_PC4_170201_CPP430_SW,PPPB510,CPP430,PPP140,PC4,G_2007.0916,T,16,170201,17,2,1
GUOT_PC4_170712_CPP597_SW,PPPB511,CPP597,PPP159,PC4,G_2009.0122,N,25,170712,17,7,12
GUOT_PC4_170203_CPP8_SW,PPPB512,CPP8,PPP7,PC4,G_2007.0676,N,1,170203,17,2,3
GUOT_PC4_170201_CPP417_SW,PPPB513,CPP417,PPP49,PC4,G_2008.0191,N,16,170201,17,2,1
GUOT_170730_PC6_CPP705_SW,PPPB514,CPP705,PPP579,PC6,G_2012.0419,N,31,170730,17,7,30
GUOT_PC5_170730_CPP572_SW,PPPB515,CPP572,PPP497,PC5,G_2011.0897,N,23,170730,17,7,30
GUOT_PC2_170215_CPP301_SW,PPPB516,CPP301,PPP294,PC2,G_2010.0142,T,11,170215,17,2,15
GUOT_PC2_170220_CPP312_SW,PPPB517,CPP312,PPP303,PC2,G_2010.0176,N,12,170220,17,2,20
GUOT_PC1_170202_CPP350_SW,PPPB518,CPP350,PPP336,PC1,G_2010.0427,T,13,170202,17,2,2
GUOT_PC4_170223_CPP233_SW,PPPB519,CPP233,PPP235,PC4,G_2009.0644,N,9,170223,17,2,23
GUOT_170730_PC6_CPP694_SW,PPPB520,CPP694,PPP570,PC6,G_2012.0323,T,31,170730,17,7,30
GUOT_PC2_170127_CPP46_SW,PPPB521,CPP46,RP42,PC2,G_2008.0133,T,2,170127,17,1,27
GUOT_PC1_170202_CPP345_SW,PPPB522,CPP345,RP331,PC1,G_2010.0399,N,13,170202,17,2,2
GUOT_PC1_170215_CPP393_SW,PPPB523,CPP393,PPP373,PC1,G_2010.0757,N,15,170215,17,2,15
GUOT_PC1_170202_CPP343_SW,PPPB524,CPP343,PPP330,PC1,G_2010.0397,T,13,170202,17,2,2
GUOT_170731_PC1_CPP615_SW,PPPB525,CPP615,PPP447,PC1,G_2011.0473,N,26,170731,17,7,31
GUOT_PC3_170213_CPP29_SW,PPPB526,CPP29,CTRL2,PC3,NA,C,2,170213,17,2,13
GUOT_PC1_170727_CPP524_SW,PPPB527,CPP524,PPP460,PC1,G_2011.0573,T,20,170727,17,7,27
GUOT_PC2_170220_CPP329B_SW,PPPB528,CPP329B,PPP318,PC2,G_2010.0275,T,12,170220,17,2,20
GUOT_PC4_170203_CPP25_SW,PPPB529,CPP25,PPP24,PC4,G_2007.0867,T,1,170203,17,2,3
GUOT_PC1_170210_CPP139_SW,PPPB530,CPP139,PPP123,PC1,G_2008.0755,N,6,170210,17,2,10
GUOT_170730_PC1_CPP652_SW,PPPB531,CPP652,PPP535,PC1,G_2012.0049,N,28,170730,17,7,30
GUOT_PC4_170203_CPP18_SW,PPPB532,CPP18,PPP19,PC4,G_2007.0812,N,1,170203,17,2,3
GUOT_PC3_170130_CPP169_SW,PPPB533,CPP169,RP174,PC3,G_2009.0171,T,7,170130,17,1,30
GUOT_PC1_170127_CPP24_SW,PPPB534,CPP24,PPP23,PC1,G_2007.0867,N,1,170127,17,1,27
GUOT_PC4_170715_CPP521_SW,PPPB535,CPP521,PPP458,PC4,G_2011.0555,T,20,170715,17,7,15
GUOT_PC3_170130_CPP167_SW,PPPB536,CPP167,PPP173,PC3,G_2009.0171,N,7,170130,17,1,30
GUOT_PC1_170215_PCPOOL16_SW,PPPB537,PCPOOL16,PC15AQUA,PC1,NA,A,15,170215,17,2,15
GUOT_PC1_170131_CPP227_SW,PPPB538,CPP227,PPP230,PC1,G_2009.0584,T,9,170131,17,1,31
GUOT_PC5_170727_CPP620_SW,PPPB539,CPP620,PPP451,PC5,G_2011.0491,N,26,170727,17,7,27
GUOT_PC4_170301_CPP503_SW,PPPB540,CPP503,PPP432,PC4,G_2011.0387,T,19,170301,17,3,1
GUOT_PC3_170202_CPP275_SW,PPPB541,CPP275,PPP271,PC3,G_2010.0014,N,11,170202,17,2,2
GUOT_PC1_170215_CPP401_SW,PPPB542,CPP401,PPP380,PC1,G_2010.0868,T,15,170215,17,2,15
GUOT_PC1_170127_CPP20_SW,PPPB543,CPP20,PPP21,PC1,G_2007.0857,N,1,170127,17,1,27
GUOT_PC1_170202_CPP344_SW,PPPB544,CPP344,PPP331,PC1,G_2010.0399,N,13,170202,17,2,2
GUOT_PC2_170127_CPP51_SW,PPPB545,CPP51,PPP47,PC2,G_2008.0184,N,2,170127,17,1,27
GUOT_170801_PC6_CPP541_SW,PPPB546,CPP541,PPP474,PC6,G_2011.0716,T,21,170801,17,8,1
GUOT_PC5_170731_CPP634_SW,PPPB547,CPP634,PPP521,PC5,G_2011.1103,N,27,170731,17,7,31
GUOT_PC4_170130_CPP325_SW,PPPB548,CPP325,PPP315,PC4,G_2010.0269,N,12,170130,17,1,30
GUOT_PC3_170202_CPP287_SW,PPPB549,CPP287,PPP281,PC3,G_2010.0097,N,11,170202,17,2,2
GUOT_PC3_170130_CPP192_SW,PPPB550,CPP192,PPP195,PC3,G_2009.0329,N,7,170130,17,1,30
GUOT_PC2_170201_CPP272_SW,PPPB551,CPP272,PPP269,PC2,G_2009.0817,N,10,170201,17,2,1
GUOT_PC1_170125_CPP2_SW,PPPB552,CPP2,PPP1,PC1,G_2007.0659,N,1,170125,17,1,25
GUOT_170801_PC6_CPP545_SW,PPPB553,CPP545,PPP477,PC6,G_2011.0720,N,21,170801,17,8,1
GUOT_170730_PC1_CPP651_SW,PPPB554,CPP651,PPP534,PC1,G_2012.0030,T,28,170730,17,7,30
GUOT_PC4_170712_CPP607_SW,PPPB555,CPP607,PPP396,PC4,G_2011.0130,T,25,170712,17,7,12
GUOT_PC4_170715_CPP532_SW,PPPB556,CPP532,PPP467,PC4,G_2011.0660,N,20,170715,17,7,15
GUOT_PC2_170127_CPP44_SW,PPPB557,CPP44,PPP41,PC2,G_2008.0133,N,2,170127,17,1,27
GUOT_PC3_170206_CPP396_SW,PPPB558,CPP396,RP375,PC3,G_2010.0774,N,15,170206,17,2,6
GUOT_PC2_170201_PCPOOL11_SW,PPPB559,PCPOOL11,PC15AQUA,PC2,NA,A,10,170201,17,2,1
GUOT_PC4_170301_CPP506_SW,PPPB560,CPP506,PPP434,PC4,G_2011.0393,T,19,170301,17,3,1
GUOT_PC5_170730_CPP573_SW,PPPB561,CPP573,PPP498,PC5,G_2011.0897,T,23,170730,17,7,30
GUOT_PC1_170131_CPP222_SW,PPPB562,CPP222,CTRL4B,PC1,NA,C,9,170131,17,1,31
GUOT_PC3_170202_CPP277_SW,PPPB563,CPP277,PPP273,PC3,G_2010.0018,N,11,170202,17,2,2
GUOT_PC2_170213_CPP98_SW,PPPB564,CPP98,PPP88,PC2,G_2008.0499,T,4,170213,17,2,13
GUOT_170730_PC6_CPP703_SW,PPPB565,CPP703,PPP577,PC6,G_2012.0412,N,31,170730,17,7,30
GUOT_PC3_170125_CPP58_SW,PPPB566,CPP58,PPP54,PC3,G_2008.0197,T,3,170125,17,1,25
GUOT_PC1_170208_CPP78_SW,PPPB567,CPP78,PPP71,PC1,G_2008.0347,N,3,170208,17,2,8
GUOT_PC6_170727_CPP570_SW,PPPB568,CPP570,RP495,PC6,G_2011.0855,N,23,170727,17,7,27
GUOT_PC2_170201_CPP263_SW,PPPB569,CPP263,PPP261,PC2,G_2009.0778,N,10,170201,17,2,1
GUOT_170728_PC1_CPP595_SW,PPPB570,CPP595,PPP516,PC1,G_2011.1053,T,24,170728,17,7,28
GUOT_PC4_170715_CPP518_SW,PPPB571,CPP518,CTRL7B,PC4,NA,C,20,170715,17,7,15
GUOT_PC2_170206_CPP464_SW,PPPB572,CPP464,CTRL6C,PC2,NA,C,18,170206,17,2,6
GUOT_170802_PC1_CPP673_SW,PPPB573,CPP673,PPP552,PC1,G_2012.0143,T,29,170802,17,8,2
GUOT_PC2_170217_CPP437_SW,PPPB574,CPP437,PPP153,PC2,G_2009.0072,N,17,170217,17,2,17
GUOT_PC4_170227_CPP475_SW,PPPB575,CPP475,PPP407,PC4,G_2011.0238,N,18,170227,17,2,27
GUOT_PC2_170220_CPP304B_SW,PPPB576,CPP304B,PPP296,PC2,G_2010.0145,T,12,170220,17,2,20
GUOT_PC4_170124_CPP86_SW,PPPB577,CPP86,PPP77,PC4,G_2008.0399,N,4,170124,17,1,24
GUOT_PC2_170127_CPP29_SW,PPPB578,CPP29,CTRL2,PC2,NA,C,2,170127,17,1,27
GUOT_PC5_170802_CPP702,PPPB579,CPP702,PPP576,PC5,G_2012.0384,T,31,170802,17,8,2
GUOT_PC1_170208_CPP59_SW,PPPB580,CPP59,PPP55,PC1,G_2008.0253,N,3,170208,17,2,8
GUOT_PC3_170210_CPP496_SW,PPPB581,CPP496,PPP426,PC3,G_2011.0367,T,19,170210,17,2,10
GUOT_PC3_170202_CPP297_SW,PPPB582,CPP297,PPP290,PC3,G_2010.0125,T,11,170202,17,2,2
GUOT_PC4_170203_CPP12_SW,PPPB583,CPP12,PPP13,PC4,G_2007.0748,N,1,170203,17,2,3
GUOT_PC5_170730_CPP576_SW,PPPB584,CPP576,RP500,PC5,G_2011.0920,T,23,170730,17,7,30
GUOT_PC2_170127_CPP52_SW,PPPB585,CPP52,PPP48,PC2,G_2008.0184,T,2,170127,17,1,27
GUOT_PC3_170213_CPP52_SW,PPPB586,CPP52,PPP48,PC3,G_2008.0184,T,2,170213,17,2,13
GUOT_170803_PC1_CPP602_SW,PPPB587,CPP602,PPP227,PC1,G_2009.0571,N,25,170803,17,8,3
GUOT_PC4_170716_CPP562_SW,PPPB588,CPP562,PPP491,PC4,G_2011.0830,N,22,170716,17,7,16
GUOT_PC4_170227_CPP466_SW,PPPB589,CPP466,PPP400,PC4,G_2011.0212,T,18,170227,17,2,27
GUOT_PC4_170718_PCPOOL27_SW,PPPB590,PCPOOL27,PC15AQUA,PC4,NA,A,24,170718,17,7,18
GUOT_PC4_170203_CPP7_SW,PPPB591,CPP7,PPP6,PC4,G_2007.0674,T,1,170203,17,2,3
GUOT_PC2_170220_PCPOOL13_SW,PPPB592,PCPOOL13,PC15AQUA,PC2,NA,A,12,170220,17,2,20
GUOT_PC4_170203_CPP21_SW,PPPB593,CPP21,RP21,PC4,G_2007.0857,N,1,170203,17,2,3
GUOT_PC4_170224_CPP189_SW,PPPB594,CPP189,PPP192,PC4,G_2009.0285,T,7,170224,17,2,24
GUOT_PC3_170130_CPP166_SW,PPPB595,CPP166,CTRL4,PC3,NA,C,7,170130,17,1,30
GUOT_PC3_170217_PCPOOL9_SW,PPPB596,PCPOOL9,PC15AQUA,PC3,NA,A,8,170217,17,2,17
GUOT_PC4_170124_CPP109_SW,PPPB597,CPP109,PPP98,PC4,G_2008.0551,T,4,170124,17,1,24
GUOT_PC5_170729_CPP685_SW,PPPB598,CPP685,PPP562,PC5,G_2012.0223,T,30,170729,17,7,29
GUOT_PC2_170217_CPP443_SW,PPPB599,CPP443,PPP167,PC2,G_2009.0141,N,17,170217,17,2,17
GUOT_PC2_170206_CPP472_SW,PPPB600,CPP472,PPP405,PC2,G_2011.0236,N,18,170206,17,2,6
GUOT_PC2_170210_CPP90_SW,PPPB601,CPP90,PPP80,PC2,G_2008.0411,T,4,170210,17,2,10
GUOT_PC2_170127_PCPOOL2_SW,PPPB602,PCPOOL2,PC15AQUA,PC2,NA,A,2,170127,17,1,27
GUOT_PC1_170215_CPP396_SW,PPPB603,CPP396,RP375,PC1,G_2010.0774,N,15,170215,17,2,15
GUOT_PC4_170712_CPP605_SW,PPPB604,CPP605,PPP394,PC4,G_2011.0114,T,25,170712,17,7,12
GUOT_PC4_170130_CPP327_SW,PPPB605,CPP327,PPP316,PC4,G_2010.0269,T,12,170130,17,1,30
GUOT_PC4_170124_CPP106_SW,PPPB606,CPP106,PPP95,PC4,G_2008.0547,N,4,170124,17,1,24
GUOT_170728_PC6_CPP631_SW,PPPB607,CPP631,PPP519,PC6,G_2011.1101,N,27,170728,17,7,28
GUOT_PC3_170220_CPP337_SW,PPPB608,CPP337,PPP324,PC3,G_2010.0318,T,13,170220,17,2,20
GUOT_PC3_170130_CPP183_SW,PPPB609,CPP183,RP186,PC3,G_2009.0266,T,7,170130,17,1,30
GUOT_PC1_170206_PCPOOL18_SW,PPPB610,PCPOOL18,PC15AQUA,PC1,NA,A,18,170206,17,2,6
GUOT_PC2_170127_CPP52_SW,PPPB611,CPP52,PPP48,PC2,G_2008.0184,T,2,170127,17,1,27
GUOT_PC4_170203_CPP11_SW,PPPB612,CPP11,PPP10,PC4,G_2007.0700,T,1,170203,17,2,3
GUOT_PC1_170131_CPP232_SW,PPPB613,CPP232,RP234,PC1,G_2009.0599,T,9,170131,17,1,31
GUOT_PC4_170223_CPP239_SW,PPPB614,CPP239,PPP241,PC4,G_2009.0662,N,9,170223,17,2,23
GUOT_PC3_170217_CPP217_SW,PPPB615,CPP217,PPP218,PC3,G_2009.0475,T,8,170217,17,2,17
GUOT_PC4_170712_CPP599_SW,PPPB616,CPP599,RP160,PC4,G_2009.0122,T,25,170712,17,7,12
GUOT_PC4_170716_CPP563_SW,PPPB617,CPP563,RP491,PC4,G_2011.0830,N,22,170716,17,7,16
GUOT_PC3_170217_CPP216_SW,PPPB618,CPP216,PPP217,PC3,G_2009.0475,N,8,170217,17,2,17
GUOT_PC2_170130_CPP151_SW,PPPB619,CPP151,PPP133,PC2,G_2008.0861,N,6,170130,17,1,30
GUOT_PC1_170210_CPP161_SW,PPPB620,CPP161,PPP142,PC1,G_2007.0918,T,6,170210,17,2,10
GUOT_PC4_170715_CPP530_SW,PPPB621,CPP530,PPP465,PC4,G_2011.0621,N,20,170715,17,7,15
GUOT_PC2_170127_CPP51_SW,PPPB622,CPP51,PPP47,PC2,G_2008.0184,N,2,170127,17,1,27
GUOT_PC2_170213_PCPOOL4_SW,PPPB623,PCPOOL4,PC15AQUA,PC2,NA,A,4,170213,17,2,13
GUOT_PC4_170715_CPP522_SW,PPPB624,CPP522,RP458,PC4,G_2011.0555,T,20,170715,17,7,15
GUOT_PC1_170127_CPP22_SW,PPPB625,CPP22,PPP22,PC1,G_2007.0857,T,1,170127,17,1,27
GUOT_PC2_170127_CPP39_SW,PPPB626,CPP39,PPP36,PC2,G_2008.0090,T,2,170127,17,1,27
GUOT_PC3_170130_CPP65B_SW,PPPB627,CPP65B,PPP59,PC3,G_2008.0278,N,3,170130,17,1,30
GUOT_PC2_170127_CPP47_SW,PPPB628,CPP47,PPP43,PC2,G_2008.0158,N,2,170127,17,1,27
GUOT_PC4_170718_CPP595_SW,PPPB629,CPP595,PPP516,PC4,G_2011.1053,T,24,170718,17,7,18
GUOT_PC3_170220_CPP352_SW,PPPB630,CPP352,RP337,PC3,G_2010.0442,N,13,170220,17,2,20
GUOT_PC3_170206_CPP393_SW,PPPB631,CPP393,PPP373,PC3,G_2010.0757,N,15,170206,17,2,6
GUOT_PC2_170130_CPP32B_SW,PPPB632,CPP32B,PPP29,PC2,G_2008.0029,N,2,170130,17,1,30
GUOT_PC4_170203_CPP23_SW,PPPB633,CPP23,RP22,PC4,G_2007.0857,T,1,170203,17,2,3
GUOT_PC1_170127_CPP116_SW,PPPB634,CPP116,PPP103,PC1,G_2008.0599,N,5,170127,17,1,27
GUOT_PC4_170223_CPP245_SW,PPPB635,CPP245,RP246,PC4,G_2009.0689,T,9,170223,17,2,23
GUOT_170803_PC6_CPP681_SW,PPPB636,CPP681,PPP559,PC6,G_2012.0212,N,30,170803,17,8,3
GUOT_170728_PC1_CPP594_SW,PPPB637,CPP594,PPP515,PC1,G_2011.1053,N,24,170728,17,7,28
GUOT_PC2_170220_CPP463_SW,PPPB638,CPP463,PPP196,PC2,G_2009.0329,T,17,170220,17,2,20
GUOT_PC3_170130_CPP167_SW,PPPB639,CPP167,PPP173,PC3,G_2009.0171,N,7,170130,17,1,30
GUOT_170731_PC1_CPP626_SW,PPPB640,CPP626,PPP455,PC1,G_2011.0541,N,26,170731,17,7,31
GUOT_PC1_170215_CPP409_SW,PPPB641,CPP409,PPP388,PC1,G_2011.0023,T,15,170215,17,2,15
GUOT_PC4_170227_CPP468_SW,PPPB642,CPP468,PPP402,PC4,G_2011.0216,T,18,170227,17,2,27
GUOT_PC2_170217_CPP448_SW,PPPB643,CPP448,PPP171,PC2,G_2009.0159,N,17,170217,17,2,17
GUOT_170803_PC6_CPP676_SW,PPPB644,CPP676,CTRL9C,PC6,NA,C,30,170803,17,8,3
GUOT_PC1_170210_CPP151_SW,PPPB645,CPP151,PPP133,PC1,G_2008.0861,N,6,170210,17,2,10
GUOT_PC2_170215_CPP283_SW,PPPB646,CPP283,PPP278,PC2,G_2010.0037,T,11,170215,17,2,15
GUOT_PC1_170127_CPP22_SW,PPPB647,CPP22,PPP22,PC1,G_2007.0857,T,1,170127,17,1,27
GUOT_PC5_170802_CPP698,PPPB648,CPP698,PPP573,PC5,G_2012.0379,N,31,170802,17,8,2
GUOT_PC4_170127_CPP205_SW,PPPB649,CPP205,PPP206,PC4,G_2009.0416,T,8,170127,17,1,27
GUOT_PC5_170729_CPP683_SW,PPPB650,CPP683,PPP561,PC5,G_2012.0223,N,30,170729,17,7,29
GUOT_PC1_170210_CPP163_SW,PPPB651,CPP163,PPP144,PC1,G_2008.0006,T,6,170210,17,2,10
GUOT_PC2_170217_CPP451_SW,PPPB652,CPP451,PPP177,PC2,G_2009.0190,N,17,170217,17,2,17
GUOT_PC1_170206_CPP438_SW,PPPB653,CPP438,PPP154,PC1,G_2009.0072,T,17,170206,17,2,6
GUOT_PC2_170127_CPP40_SW,PPPB654,CPP40,PPP37,PC2,G_2008.0091,N,2,170127,17,1,27
GUOT_PC4_170712_CPP606_SW,PPPB655,CPP606,PPP395,PC4,G_2011.0130,N,25,170712,17,7,12
GUOT_PC2_170130_CPP138_SW,PPPB656,CPP138,CTRL2C,PC2,NA,C,6,170130,17,1,30
GUOT_PC4_170711_CPP540_SW,PPPB657,CPP540,RP473,PC4,G_2011.0716,N,21,170711,17,7,11
GUOT_PC4_170124_CPP84_SW,PPPB658,CPP84,PPP76,PC4,G_2008.0377,T,4,170124,17,1,24
GUOT_PC1_170213_CPP417_SW,PPPB659,CPP417,PPP49,PC1,G_2008.0191,N,16,170213,17,2,13
GUOT_PC2_170206_CPP469_SW,PPPB660,CPP469,PPP403,PC2,G_2011.0221,N,18,170206,17,2,6
GUOT_PC4_170714_CPP670_SW,PPPB661,CPP670,PPP550,PC4,G_2012.0130,T,29,170714,17,7,14
GUOT_PC4_170301_PCPOOL20_SW,PPPB662,PCPOOL20,PC15AQUA,PC4,NA,A,20,170301,17,3,1
GUOT_PC3_170202_CPP274_SW,PPPB663,CPP274,CTRL4C,PC3,NA,C,11,170202,17,2,2
GUOT_PC4_170203_CPP2_SW,PPPB664,CPP2,PPP1,PC4,G_2007.0659,N,1,170203,17,2,3
GUOT_PC6_170727_PCPOOL26_SW,PPPB665,PCPOOL26,PC15AQUA,PC6,NA,A,23,170727,17,7,27
GUOT_PC3_170206_CPP392_SW,PPPB666,CPP392,RP372,PC3,G_2010.0719,T,15,170206,17,2,6
GUOT_PC3_170215_CPP383_SW,PPPB667,CPP383,PPP367,PC3,G_2010.0700,N,14,170215,17,2,15
GUOT_PC3_170213_CPP39_SW,PPPB668,CPP39,PPP36,PC3,G_2008.0090,T,2,170213,17,2,13
GUOT_PC2_170130_CPP152_SW,PPPB669,CPP152,PPP134,PC2,G_2008.0861,T,6,170130,17,1,30
GUOT_PC2_170127_CPP48_SW,PPPB670,CPP48,RP43,PC2,G_2008.0158,N,2,170127,17,1,27
GUOT_PC4_170124_CPP108_SW,PPPB671,CPP108,PPP97,PC4,G_2008.0551,N,4,170124,17,1,24
GUOT_PC3_170215_PCPOOL15_SW,PPPB672,PCPOOL15,PC15AQUA,PC3,NA,A,14,170215,17,2,15
GUOT_PC5_170730_PCPOOL26_SW,PPPB673,PCPOOL26,PC15AQUA,PC5,NA,A,23,170730,17,7,30
GUOT_PC3_170206_CPP406_SW,PPPB674,CPP406,PPP385,PC3,G_2011.0010,N,15,170206,17,2,6
GUOT_PC1_170131_CPP248_SW,PPPB675,CPP248,PPP249,PC1,G_2009.0703,N,9,170131,17,1,31
GUOT_PC1_170127_CPP131_SW,PPPB676,CPP131,PPP116,PC1,G_2008.0668,T,5,170127,17,1,27
GUOT_PC4_170124_CPP100_SW,PPPB677,CPP100,PPP90,PC4,G_2008.0506,T,4,170124,17,1,24
GUOT_PC3_170130_CPP176_SW,PPPB678,CPP176,PPP180,PC3,G_2009.0195,T,7,170130,17,1,30
GUOT_PC1_170131_CPP222_SW,PPPB679,CPP222,CTRL4B,PC1,NA,C,9,170131,17,1,31
GUOT_PC1_170131_CPP231_SW,PPPB680,CPP231,PPP234,PC1,G_2009.0599,T,9,170131,17,1,31
